query_id,input_text,retrieved_indices,retrieved_scores,method,num_results,max_score,min_score,avg_score
10,"'목걸이'는 '목걸다'의 파생 명사로, '목걸이'가 '목걸다'의 본말일 때는 '목걸이'가 '목걸다'의 파생 명사일 때는 '목거리'가 된다. '목걸이'는 '목걸다'의 파생 명사이므로 '목거리'가 옳다.","[104, 39, 97, 32, 98, 33, 83, 18, 96, 31]","[0.7801428437232971, 0.7801428437232971, 0.7737456560134888, 0.7737456560134888, 0.7692638039588928, 0.7692638039588928, 0.7677783966064453, 0.7677783966064453, 0.7675799131393433, 0.7675799131393433]",method2_semantic_embedding,10,0.7801428437232971,0.7675799131393433,0.7717021226882934
11,"'더우기'는 '더욱이'의 준말이다. '더욱이'는 '더우기'의 본말이다. '더우기'는 '더욱이'의 준말로, '더욱이'의 본말을 대체할 수 있다. 따라서 '더우기'를 쓰는 것이 더 적절하다.","[71, 6, 104, 39, 70, 5, 99, 34, 83, 18]","[0.8406375646591187, 0.8406375646591187, 0.8346343040466309, 0.8346343040466309, 0.8322756290435791, 0.8322756290435791, 0.825991153717041, 0.825991153717041, 0.8213986158370972, 0.8213986158370972]",method2_semantic_embedding,10,0.8406375646591187,0.8213986158370972,0.8309874534606934
12,케이크(cake)의 원어 발음은 [keɪk]로 [æ]는 '애'로 표기한다. 따라서 '케잌'이 아닌 '케이크'가 옳다.,"[167, 160, 86, 21, 171, 72, 7, 169, 166, 67]","[0.755792498588562, 0.7465682029724121, 0.7451506853103638, 0.7451506853103638, 0.7440334558486938, 0.7396751642227173, 0.7396751642227173, 0.7388903498649597, 0.7383984327316284, 0.7376806139945984]",method2_semantic_embedding,10,0.755792498588562,0.7376806139945984,0.7431015253067017
13,'검찰'과 '경찰'은 병렬 관계의 명사로 병렬 조합이 가능하다. 따라서 띄어 쓰지 않고 붙여 쓴다.,"[104, 39, 122, 57, 110, 45, 83, 18, 139, 138]","[0.8148468732833862, 0.8148468732833862, 0.8106616735458374, 0.8106616735458374, 0.8075211644172668, 0.8075211644172668, 0.8021896481513977, 0.8021896481513977, 0.8007192611694336, 0.7950615882873535]",method2_semantic_embedding,10,0.8148468732833862,0.7950615882873535,0.8066219568252564
14,"'그러고 나서'의 준말인 '그리고 나서'는 '그러고'와 '그리고'의 합성어이다. 따라서 '그러고'와 '나서다'의 합성으로 '그러곤 나서다'가 되고, '그리고'와 '나서다'의 합성으로 '그리곤 나서다'가 된다. 그러나 '그러고'와 '그리고'는 모두 '그렇게'의 준말인 '그렇고'의 발음이 바뀐 것이다. 따라서 '그러고'와 '그리고'는 모두 '그렇고'의 준말인 '그렇곤'의 발음이 바뀐 것이므로 '그렇곤 나서다'로 통일해야 한다.","[104, 39, 83, 18, 122, 57, 92, 27, 99, 34]","[0.8395041823387146, 0.8395041823387146, 0.826431930065155, 0.826431930065155, 0.8247909545898438, 0.8247909545898438, 0.8223493099212646, 0.8223493099212646, 0.8201054930686951, 0.8201054930686951]",method2_semantic_embedding,10,0.8395041823387146,0.8201054930686951,0.8266363739967346
15,"'일정한 기준에 따라 한 가지의 선택을 하거나, 한 가지의 결과를 낳는 것'을 나타내는 '수'는 보조 용언이다. 따라서 본 용언 '할' 뒤에 따라 쓴다.","[78, 13, 83, 18, 92, 27, 104, 39, 122, 57]","[0.8616833090782166, 0.8616833090782166, 0.8587860465049744, 0.8587860465049744, 0.8581640720367432, 0.8581640720367432, 0.8518615961074829, 0.8518615961074829, 0.8427064418792725, 0.8427064418792725]",method2_semantic_embedding,10,0.8616833090782166,0.8427064418792725,0.8546402931213379
16,첼린저(Challenger)의 원어 발음은 [ˈtʃælɪndʒə]로 [tʃ]는 '첼'로 표기한다. 따라서 '첼린저'가 옳다.,"[169, 176, 168, 167, 174, 86, 21, 166, 171, 172]","[0.7900902628898621, 0.7527279853820801, 0.7521457672119141, 0.7434475421905518, 0.7284243702888489, 0.7172588109970093, 0.7172588109970093, 0.7099627256393433, 0.7097841501235962, 0.7075506448745728]",method2_semantic_embedding,10,0.7900902628898621,0.7075506448745728,0.7328651070594787
17,큰따옴표는 말을 직접 인용할 때 쓴다.,"[151, 155, 124, 59, 141, 152, 142, 104, 39, 149]","[0.8816564083099365, 0.8617937564849854, 0.763077974319458, 0.763077974319458, 0.7578253149986267, 0.7573215365409851, 0.7486351728439331, 0.7343422770500183, 0.7343422770500183, 0.7339958548545837]",method2_semantic_embedding,10,0.8816564083099365,0.7339958548545837,0.7736068546772004
18,우리말 문장에서는 말을 인용할 때 인용부호를 쓴다.,"[151, 155, 124, 59, 152, 141, 104, 39, 149, 142]","[0.8712616562843323, 0.8534801006317139, 0.8146716356277466, 0.8146716356277466, 0.807725191116333, 0.8053750991821289, 0.8048785328865051, 0.8048785328865051, 0.7966194152832031, 0.793921172618866]",method2_semantic_embedding,10,0.8712616562843323,0.793921172618866,0.816748297214508
19,'부어'는 '부르다'의 어간 '부르-'에 어미 '-어'가 결합한 형태이다. 이는 '부르다'의 본용법이므로 '부르다'의 어간에 '-이'가 결합한 '부리다'와 구별하여 '부르-이'로 적는다. 따라서 '부르-이'에 '-어'가 결합한 '부르-이어'를 줄여 '부어'로 적는다.,"[96, 31, 99, 34, 102, 37, 92, 27, 104, 39]","[0.853110671043396, 0.853110671043396, 0.8488840460777283, 0.8488840460777283, 0.8457759618759155, 0.8457759618759155, 0.8451438546180725, 0.8451438546180725, 0.8333331346511841, 0.8333331346511841]",method2_semantic_embedding,10,0.853110671043396,0.8333331346511841,0.8452495336532593
20,'메시지'는 '메세지'가 아닌 '메시지'로 적는다. '메시지'의 원어 발음은 [mesidʒ]로 [ʃ]는 '시'로 적는다. 따라서 '메시지'가 옳다.,"[168, 63, 128, 177, 72, 7, 64, 129, 86, 21]","[0.7699615955352783, 0.7671359181404114, 0.7671166062355042, 0.7649340033531189, 0.7646713256835938, 0.7646713256835938, 0.7626367807388306, 0.762583315372467, 0.7623776197433472, 0.7623776197433472]",method2_semantic_embedding,10,0.7699615955352783,0.7623776197433472,0.7648466110229493
21,'뜨여'는 '뜨다'의 어간 '뜨-'에 어미 '어'가 결합한 형태이다. 이때 '뜨-'의 받침 'ㅡ'는 모음으로 치환하여 '뜨어'로 적는다. '뜨여'는 이러한 규칙에 따라 '뜨어'로 줄여 적는다.,"[99, 34, 95, 30, 92, 27, 104, 39, 96, 31]","[0.8564903736114502, 0.8564903736114502, 0.8491081595420837, 0.8491081595420837, 0.8446438312530518, 0.8446438312530518, 0.8362045288085938, 0.8362045288085938, 0.8333752155303955, 0.8333752155303955]",method2_semantic_embedding,10,0.8564903736114502,0.8333752155303955,0.843964421749115
22,"'-시/-으시'가 붙는 것은 '그것을 하다'라는 뜻의 동사가 있는 경우에만 사용할 수 있다. '기억하다'는 '그것을 하다'라는 뜻의 동사이므로 '-시'를 붙여 '기억하시다'라고 할 수 있다. 그러나 '-시'를 붙여도 '그것을 하다'라는 뜻이 명확하지 않거나, '-시'를 붙여도 의존 명사로 쓰이는 경우는 인정하지 않는다. 따라서 '기억하시다'가 아닌 '기억하십시요'라고 해야 한다.","[99, 34, 92, 27, 102, 37, 103, 38, 96, 31]","[0.8563891649246216, 0.8563891649246216, 0.8499821424484253, 0.8499821424484253, 0.8464493155479431, 0.8464493155479431, 0.8432562947273254, 0.8432562947273254, 0.8413459062576294, 0.8413459062576294]",method2_semantic_embedding,10,0.8563891649246216,0.8413459062576294,0.8474845647811889
23,"'녹갈색'은 '녹색'과 '갈색'의 합성어이며, '갈색'은 '갈다'의 파생형이다. 이때 '갈다'는 '갈다'와 '갈아'가 각각 독립적인 단어이기 때문에 '갈색'이 '녹색'에 붙을 때는 '갈색'이 하나의 단어로 인식된다. 따라서 '녹갈색'은 '녹색'과 '갈색'의 합성어로 해석된다. 반면 '회록색'은 '회색'과 '녹색'의 합성어이므로 '회록색'이 하나의 단어로 인식된다.","[104, 39, 83, 18, 92, 27, 78, 13, 122, 57]","[0.8585688471794128, 0.8585688471794128, 0.8385574817657471, 0.8385574817657471, 0.8222891092300415, 0.8222891092300415, 0.819089412689209, 0.819089412689209, 0.8184522986412048, 0.8184522986412048]",method2_semantic_embedding,10,0.8585688471794128,0.8184522986412048,0.831391429901123
24,'한 해'는 하나의 단어이다. 따라서 띄어 쓰지 않고 붙여 쓴다.,"[130, 139, 133, 136, 104, 39, 165, 138, 83, 18]","[0.8248087763786316, 0.8229491710662842, 0.8229048848152161, 0.8186259269714355, 0.8120142221450806, 0.8120142221450806, 0.8118458390235901, 0.8083961606025696, 0.8035764098167419, 0.8035764098167419]",method2_semantic_embedding,10,0.8248087763786316,0.8035764098167419,0.8140712022781372
25,"'쑤다'는 '쑤어'로 활용되며, '쑤어 먹다'는 '쑤어 먹다'로 하나의 단어이다. 따라서 '쑤어 먹다'는 '쑤어 먹다'로 적어야 한다.","[68, 3, 104, 39, 83, 18, 127, 62, 84, 19]","[0.7798429131507874, 0.7798429131507874, 0.7491136789321899, 0.7491136789321899, 0.7468744516372681, 0.7468744516372681, 0.7458645105361938, 0.7458645105361938, 0.7430908679962158, 0.7430908679962158]",method2_semantic_embedding,10,0.7798429131507874,0.7430908679962158,0.752957284450531
26,'못하다'는 하나의 단어이므로 별개의 단어가 아니다. 따라서 앞말과 띄어 쓰지 않고 붙여 쓴다.,"[104, 39, 83, 18, 136, 137, 92, 27, 165, 139]","[0.8820529580116272, 0.8820529580116272, 0.8538177609443665, 0.8538177609443665, 0.849491536617279, 0.8460755944252014, 0.8416306972503662, 0.8416306972503662, 0.8379753828048706, 0.8352532386779785]",method2_semantic_embedding,10,0.8820529580116272,0.8352532386779785,0.8523798584938049
27,'뿌리다'는 '뿌리다'와 '뿌리리다'의 두 가지 어형이 존재한다. 이때 '뿌리다'는 '뿌리다'의 어간에 '-ㄹ'이 붙지 않는 형태이므로 '뿌리리다'가 아닌 '뿌리다'로 적는다. 따라서 '뿌리다'의 어간에 '-ㄹ'이 붙는 형태인 '뿌려다'가 유효하므로 '논에 씨를 뿌려둘 것이다'가 옳다.,"[99, 34, 96, 31, 100, 35, 92, 27, 102, 37]","[0.841728150844574, 0.841728150844574, 0.8413350582122803, 0.8413350582122803, 0.8394856452941895, 0.8394856452941895, 0.8370892405509949, 0.8370892405509949, 0.8313875198364258, 0.8313875198364258]",method2_semantic_embedding,10,0.841728150844574,0.8313875198364258,0.8382051229476929
28,"'보이(시)다'의 활용형인 '보이다', '보인다', '보였따' 등은 '보이다'로 통일하여 적는다. '보이(시)다'의 활용형을 '보이다'로 통일하여 적는 것은 '보이다'가 본래의 형태이기 때문이다.","[92, 27, 83, 18, 104, 39, 96, 31, 78, 13]","[0.8362823724746704, 0.8362823724746704, 0.8310543894767761, 0.8310543894767761, 0.8249741196632385, 0.8249741196632385, 0.8194392323493958, 0.8194392323493958, 0.8190581798553467, 0.8190581798553467]",method2_semantic_embedding,10,0.8362823724746704,0.8190581798553467,0.8261616587638855
29,프레시(fresh)의 원어 발음은 [fres]로 [e]는 'ㅔ'로 표기한다. 따라서 '프레시'가 옳다.,"[168, 174, 167, 160, 177, 171, 86, 21, 158, 64]","[0.7518302202224731, 0.7478548288345337, 0.7373801469802856, 0.7286379933357239, 0.72603440284729, 0.7211413383483887, 0.7211059331893921, 0.7211059331893921, 0.7211024165153503, 0.7175169587135315]",method2_semantic_embedding,10,0.7518302202224731,0.7175169587135315,0.7293710172176361
30,패스(pass)의 원어 발음은 [pæs]로 [æ]는 '애'로 적는다. 따라서 '패스'가 옳다.,"[86, 21, 167, 104, 39, 177, 66, 1, 121, 56]","[0.7873554229736328, 0.7873554229736328, 0.7835465669631958, 0.7809157967567444, 0.7809157967567444, 0.7796977162361145, 0.7796663641929626, 0.7796663641929626, 0.7776188254356384, 0.7776188254356384]",method2_semantic_embedding,10,0.7873554229736328,0.7776188254356384,0.7814357101917266
31,"'멀뿐더러'는 '멀다'와 '뿐더러'가 결합된 복합어이다. 복합어의 구성 요소가 하나의 단어를 이루는 경우, 그 구성 요소를 붙여 쓴다. 따라서 '멀뿐더러'로 써야 한다.","[104, 39, 165, 83, 18, 92, 27, 78, 13, 99]","[0.8834725022315979, 0.8834725022315979, 0.8479058742523193, 0.8365535736083984, 0.8365535736083984, 0.825483500957489, 0.825483500957489, 0.823813796043396, 0.823813796043396, 0.8142553567886353]",method2_semantic_embedding,10,0.8834725022315979,0.8142553567886353,0.8400807976722717
32,발란스(balance)의 원어 발음은 [ˈbæləns]로 [æ]는 '애'로 표기한다. 따라서 '발란스'가 옳다.,"[167, 171, 72, 7, 86, 21, 170, 177, 67, 2]","[0.770191490650177, 0.7540667057037354, 0.7516912221908569, 0.7516912221908569, 0.7485119104385376, 0.7485119104385376, 0.7453776597976685, 0.7416495084762573, 0.7404148578643799, 0.7404148578643799]",method2_semantic_embedding,10,0.770191490650177,0.7404148578643799,0.7492521345615387
33,인용구 안의 부분을 구별할 때는 쉼표를 쓴다.,"[151, 155, 149, 130, 124, 59, 147, 148, 122, 57]","[0.8774946928024292, 0.8477131128311157, 0.8438148498535156, 0.8266319036483765, 0.822035014629364, 0.822035014629364, 0.8157216310501099, 0.8134650588035583, 0.811267077922821, 0.811267077922821]",method2_semantic_embedding,10,0.8774946928024292,0.811267077922821,0.8291445434093475
34,"동사 앞에 붙는 관형사 '아', '어', '여'는 '아', '어'는 '야', '여'는 '여라'로 통일하여 적는다.","[111, 46, 96, 31, 99, 34, 102, 37, 112, 47]","[0.8608805537223816, 0.8608805537223816, 0.8515343070030212, 0.8515343070030212, 0.8474857211112976, 0.8474857211112976, 0.843654215335846, 0.843654215335846, 0.8418616652488708, 0.8418616652488708]",method2_semantic_embedding,10,0.8608805537223816,0.8418616652488708,0.8490832924842835
35,"법 조항을 표기할 때는 법명과 조항을 모두 밀착하여 쓰고, 법 조항의 앞뒤에 큰따옴표를 쓴다.","[143, 148, 149, 147, 150, 122, 57, 146, 156, 142]","[0.8195862770080566, 0.8153416514396667, 0.8138575553894043, 0.8100396990776062, 0.8073042631149292, 0.8023627996444702, 0.8023627996444702, 0.7961048483848572, 0.7937310934066772, 0.793179988861084]",method2_semantic_embedding,10,0.8195862770080566,0.793179988861084,0.8053870975971222
36,"앞말과 뒷말이 서로 다른 문장이지만, 하나의 의미를 이룬 관계일 때는 쉼표를 쓴다.","[124, 59, 104, 39, 149, 130, 122, 57, 152, 146]","[0.844800591468811, 0.844800591468811, 0.8412660360336304, 0.8412660360336304, 0.8342283368110657, 0.8244879245758057, 0.8238944411277771, 0.8238944411277771, 0.8215473294258118, 0.8203240036964417]",method2_semantic_embedding,10,0.844800591468811,0.8203240036964417,0.8320509731769562
37,"연, 월, 일을 구별할 때는 마침표를 쓴다.","[143, 122, 57, 149, 134, 133, 130, 147, 135, 124]","[0.8773579001426697, 0.8050763010978699, 0.8050763010978699, 0.7995920777320862, 0.7981799244880676, 0.7943931221961975, 0.7919749617576599, 0.7912260293960571, 0.7883777022361755, 0.7853524088859558]",method2_semantic_embedding,10,0.8773579001426697,0.7853524088859558,0.8036606729030609
38,"문장의 끝에 붙는 문장 부호는 마침표, 물음표, восk, 대시, 쉼표, 줄임표, 덧셈표, 뺄셈표, 곱셈표, 나눗셈표, 등이 있다. 이 중에서 물음표와 восk는 문장의 끝에 붙는다.","[141, 143, 149, 145, 148, 152, 147, 150, 120, 55]","[0.8283325433731079, 0.8258185982704163, 0.8169722557067871, 0.8008403182029724, 0.8007248640060425, 0.7821407318115234, 0.7797780632972717, 0.770450234413147, 0.7703381776809692, 0.7703381776809692]",method2_semantic_embedding,10,0.8283325433731079,0.7703381776809692,0.7945733964443207
39,'documentary'의 원어 발음은 [dɒkjuːməntəri]로 [ɒ]는 '오'로 표기한다. 따라서 '도큐멘터리'가 옳다.,"[167, 171, 172, 160, 168, 166, 121, 56, 169, 170]","[0.7239033579826355, 0.7068848013877869, 0.7044847011566162, 0.6905099749565125, 0.6898856163024902, 0.6894667148590088, 0.6764532327651978, 0.6764532327651978, 0.6741459369659424, 0.6739205718040466]",method2_semantic_embedding,10,0.7239033579826355,0.6739205718040466,0.6906108140945435
40,'-이'와 '-히' 중에서 '어간의 끝음절이 된소리로 발음된다면 된소리로 적는다'는 규칙이 있다. '번번히'의 어간 끝음절 '번'은 된소리로 발음된다. 따라서 '번번이'가 아니라 '번번히'로 적어야 한다.,"[118, 53, 96, 31, 117, 52, 99, 34, 92, 27]","[0.9021955728530884, 0.9021955728530884, 0.8820123672485352, 0.8820123672485352, 0.8817052245140076, 0.8817052245140076, 0.874556303024292, 0.874556303024292, 0.8698221445083618, 0.8698221445083618]",method2_semantic_embedding,10,0.9021955728530884,0.8698221445083618,0.882058322429657
41,'뒤'와 '페이지'는 별개의 단어이므로 띄어 쓴다.,"[83, 18, 130, 139, 104, 39, 122, 57, 135, 133]","[0.8337531089782715, 0.8337531089782715, 0.8314164280891418, 0.8313331007957458, 0.8244049549102783, 0.8244049549102783, 0.823635995388031, 0.823635995388031, 0.8233265280723572, 0.8147258758544922]",method2_semantic_embedding,10,0.8337531089782715,0.8147258758544922,0.8264390051364898
42,인용구를 표시할 때는 큰따옴표를 쓴다.,"[151, 155, 142, 148, 141, 149, 147, 152, 145, 124]","[0.8916820287704468, 0.8629080057144165, 0.7721706628799438, 0.767025351524353, 0.7587541341781616, 0.7568287253379822, 0.7500734329223633, 0.7500574588775635, 0.7494142055511475, 0.7491456270217896]",method2_semantic_embedding,10,0.8916820287704468,0.7491456270217896,0.7808059632778168
43,'일반인과 차이가 없다'는 뜻의 '일반인과 전혀 차이가 없다'는 말은 '일반인과 차이가 없다'와 구별할 수 없기 때문에 '일반인과 차이가 없다'로 줄여 쓴다.,"[83, 18, 78, 13, 122, 57, 72, 7, 124, 59]","[0.8392364978790283, 0.8392364978790283, 0.8392361998558044, 0.8392361998558044, 0.838093638420105, 0.838093638420105, 0.8257061243057251, 0.8257061243057251, 0.8195643424987793, 0.8195643424987793]",method2_semantic_embedding,10,0.8392364978790283,0.8195643424987793,0.8323673605918884
44,'잔뜩'은 '잔뜩하다'의 어간 '잔'과 '되다'의 어미 '겠다'가 결합한 형태이다. 이는 '잔뜩하다'의 어간 '잔'과 '되다'의 어미 '되-'가 결합하여 [ㄷ]이 소리 나므로 '잔득'이 아니라 '잔뜩'으로 적는다.,"[96, 31, 92, 27, 104, 39, 99, 34, 95, 30]","[0.8331992626190186, 0.8331992626190186, 0.8313221335411072, 0.8313221335411072, 0.8298265337944031, 0.8298265337944031, 0.8258646726608276, 0.8258646726608276, 0.8244717717170715, 0.8244717717170715]",method2_semantic_embedding,10,0.8331992626190186,0.8244717717170715,0.8289368748664856
45,"'등'은 '같은 것, 같은 일을 하는 것'을 나타내는 접미사로 쓰일 때는 앞말에 붙여 쓴다. 반면 '등'이 '같은 것, 같은 일을 하는 것'을 나타내지 않고, '같은 것, 같은 일을 하는 것'을 나타내는 접미사 '-'와 구별하기 위해 앞말에 붙여 쓰는 경우도 있다. 이때는 '등'이 접미사가 아니라 명사, 동사, 부사, 형용사 등에 붙는 어미로 쓰이므로 앞말과 띄어 쓴다. '등'이 접미사로 쓰일 때는 앞말에 붙여 쓰고, 어미로 쓰일 때는 앞말과 띄어 쓴다.","[96, 31, 104, 39, 92, 27, 97, 32, 99, 34]","[0.8642862439155579, 0.8642862439155579, 0.861420750617981, 0.861420750617981, 0.8550500869750977, 0.8550500869750977, 0.8536454439163208, 0.8536454439163208, 0.853447437286377, 0.853447437286377]",method2_semantic_embedding,10,0.8642862439155579,0.853447437286377,0.8575699925422668
46,'뉘인'은 '뉘어진'의 줄임어이다.,"[104, 39, 83, 18, 122, 57, 78, 13, 177, 99]","[0.8187092542648315, 0.8187092542648315, 0.8112587928771973, 0.8112587928771973, 0.80983966588974, 0.80983966588974, 0.8014035820960999, 0.8014035820960999, 0.799314558506012, 0.7974942922592163]",method2_semantic_embedding,10,0.8187092542648315,0.7974942922592163,0.8079231441020965
47,'드러나다'는 '드러나다'와 '들어나다' 중에서 '드러나다'가 표준어이다. '드러나다'는 '드러나다'의 어원이 '들어나다'가 아니라 '드러나다'라는 점을 보여주는 근거가 있다. '드러나다'는 '드러나다'의 어원이 '들어나다'가 아니라 '드러나다'라는 점을 보여주는 근거가 있다.,"[104, 39, 83, 18, 82, 17, 96, 31, 100, 35]","[0.7731037139892578, 0.7731037139892578, 0.7699174284934998, 0.7699174284934998, 0.7661834955215454, 0.7661834955215454, 0.7635343074798584, 0.7635343074798584, 0.7626446485519409, 0.7626446485519409]",method2_semantic_embedding,10,0.7731037139892578,0.7626446485519409,0.7670767188072205
48,컨퍼런스(conférence)의 원어 발음은 [kɔ̃fɛrɑ̃s]로 [ɛ]는 '에'로 표기한다. 따라서 '컨퍼런스'가 옳다.,"[160, 174, 167, 86, 21, 171, 72, 7, 168, 173]","[0.7464867234230042, 0.7446278929710388, 0.7255347371101379, 0.7214844226837158, 0.7214844226837158, 0.7209420800209045, 0.7208719253540039, 0.7208719253540039, 0.7194505929946899, 0.7156599164009094]",method2_semantic_embedding,10,0.7464867234230042,0.7156599164009094,0.7257414638996125
49,"'웃돈'은 '윗돈'의 표준어 대신 쓰이는 말이다. 그러나 '웃돈'은 '윗돈'의 표준어 대신 쓰이는 말이지만, '웃돈'만으로는 '윗돈'의 의미를 충분히 전달하지 못하므로 '웃돈'을 사용할 때는 '윗돈'을 함께 적어야 한다.","[67, 2, 83, 18, 104, 39, 78, 13, 92, 27]","[0.8460189700126648, 0.8460189700126648, 0.8259196281433105, 0.8259196281433105, 0.8207478523254395, 0.8207478523254395, 0.8206799626350403, 0.8206799626350403, 0.8091927766799927, 0.8091927766799927]",method2_semantic_embedding,10,0.8460189700126648,0.8091927766799927,0.8245118379592895
